sentiment,text,clean_text,sentiment_confidence,topic
positive,"Owned these for years, they're great!: I love the look of these, and they've been a great value--about seven years ago I bought four of all 4 sizes, and only two are gone (my grandchildren love the oversized ones)! In 40 years, I never found glasses that went with everything, and survived, so I'm stocking up with this large set of my favorite sizes. Thank you, Amazon.com!",own year theyr great love look theyv great valueabout seven year ago bought four 4 size two gone grandchildren love overs one 40 year never found glass went everyth surviv im stock larg set favorit size thank amazoncom,0.9991,57
negative,"Very ordinary performances, mediocre video quality: The musical performances here are quite dull. There is nothing wrong about them except that the musicians seem to be simply doing their job and nothing else. If I had paid good money for this concert in person, I would have been highly disappointed. The video quality is even worse. The DVD is cheap but not cheap enough to justify its purchase.",ordinari perform mediocr video qualiti music perform quit dull noth wrong except musician seem simpli job noth els paid good money concert person would high disappoint video qualiti even wors dvd cheap cheap enough justifi purchas,0.9995,-1
negative,Poor engineering: This series of DVDs offers some fine performances along with a great deal of annoyance. The top menu offers no access points to most of the listed repertory. Tried on several different machines the problem is persistant. At least the price is reasonable if you don't mind fast forwarding through all tracks to get to the later pieces.,poor engin seri dvds offer fine perform along great deal annoy top menu offer access point list repertori tri sever differ machin problem persist least price reason dont mind fast forward track get later piec,0.998,7
negative,"Difficult product: I bought this DVD for the Mozart Symphony #35. However, it is very difficult to access the work. I finally figured out that the only way to do it is to fast forward through the final movement of the Lebrun Concerto. This problem was in evidence on several different DVD players one of which can track DVDs with any region code. There are some wonderful performances on this series. Too bad the engineering is so poor.",difficult product bought dvd mozart symphoni 35 howev difficult access work final figur way fast forward final movement lebrun concerto problem evid sever differ dvd player one track dvds region code wonder perform seri bad engin poor,0.9951,7
negative,"pitchshifter is not the same!: When i first heard about deviant, i thought it would be something great (judging by previous records and the way Ps developed in their musical style). But after finally listening thru it i suddenly realised PS was trying to go mainstream. Their new CD is so much alike with Korn or limp bizkit music it was terryifing. I couldn't understand why Ps chose to opt out of the electronics towards more punk/rock style. In general this CD has some good tracks (2 to be exact), but it not deliver the goods like the previous CD's did. I AM SORELY DISSAPOINTED!",pitchshift first heard deviant thought would someth great judg previous record way ps develop music style final listen thru sudden realis ps tri go mainstream new cd much alik korn limp bizkit music terryif couldnt understand ps chose opt electron toward punkrock style general cd good track 2 exact deliv good like previous cds sore dissapoint,0.9927,-1
negative,"What happened to Pitchshifter?: The Pitchshifter sound that has been forged over their last 5 or so releases, culminating wonderfully with ""www.pitchshifter.com"" has here been stripped to a watered-down sound that could have come from any of 1,000 other bands who are wasting our time (and money) these days. The Pitchshifter formula of brutal guitars mixed with programed drums and other industrial and electronic affects was unlike anything else on the musical scene. That sound is completely gone on this CD--reducing their punishing onslaught to something that MTV would have little problem broadcasting. A very disappointing CD.",happen pitchshift pitchshift sound forg last 5 releas culmin wonder wwwpitchshiftercom strip watereddown sound could come 1000 band wast time money day pitchshift formula brutal guitar mix program drum industri electron affect unlik anyth els music scene sound complet gone cdreduc punish onslaught someth mtv would littl problem broadcast disappoint cd,0.9994,202
negative,"Why, Pitchshifter?: This album sucks bad. I can't believe Jello participated in this. The only reason could be the lyrics, which are the only thing good about this album. If I read the lyrics but never listened to the music, I would like something about this product. This music is mainstream pseudo-post-(wannabe)punk garbage a la Korn (who also sucks). Too bad pitchshifter changed so drastically. Their first few were really good.",pitchshift album suck bad cant believ jello particip reason could lyric thing good album read lyric never listen music would like someth product music mainstream pseudopostwannabepunk garbag la korn also suck bad pitchshift chang drastic first realli good,0.9983,-1
positive,"Brilliant: Once again Pitchshifter seems to have outdone themselves. With cuts like ""Hidden agenda"" and ""Condescension"" How can one go wrong. With Pitchshifter's hard-edged combination of punk, techno, and metal; and the brutal social commentary, this easily became one of my favorties.",brilliant pitchshift seem outdon cut like hidden agenda condescens one go wrong pitchshift hardedg combin punk techno metal brutal social commentari easili becam one favorti,0.9988,-1
positive,"very good: i agree that pitchshifter has changed from their previous album, but i wouldnt go so far as to say they sound anything like limp bizkit (thank god), as one of the previous reviewers said. the entire cd is listenable, but some are quite a bit better than others. i would choose tracks one and seven as my favorites. as good as this cd is, it isnt as good as www.pitchshifter.com. i hope their style of music influences some other bands, because it can be a beautiful thing. heheh.",good agre pitchshift chang previous album wouldnt go far say sound anyth like limp bizkit thank god one previous review said entir cd listen quit bit better other would choos track one seven favorit good cd isnt good wwwpitchshiftercom hope style music influenc band beauti thing heheh,0.9977,-1
negative,"Bratz Helmet: When I ordered this product, I didn't see a size chart and I was sent a size that is not suitable for the purpose intended.",bratz helmet order product didnt see size chart sent size suitabl purpos intend,0.9998,130
negative,"Classic movie: Gopichand Jasoos is a private detective. Bela who is Gopi's neighbor, is to marry Jeetendra on her fathers insistence. She wants Gopi to find out more about his character. Gopichand sets on his work. His simplicity leads him to other way and in confusion he follows Prem Chopra instead of Jeetendra, where he detects that Prem Chopra, along with his three friend is planning to loot a bank. Gopi informs Bela that Jeetendra is a man with evil thoughts. The bank is looted and unfortunately Bela's father is the manager of this bank. He and Bela approach Gopichand and thrusts him the work of getting back the loot. Does he succeed this time? Watch Gopichand Jasoos.",classic movi gopichand jasoo privat detect bela gopi neighbor marri jeetendra father insist want gopi find charact gopichand set work simplic lead way confus follow prem chopra instead jeetendra detect prem chopra along three friend plan loot bank gopi inform bela jeetendra man evil thought bank loot unfortun bela father manag bank bela approach gopichand thrust work get back loot succeed time watch gopichand jasoo,0.9509,-1
positive,"Beautiful glasses at a great price!: These are very attractive looking glasses that feel very nice. They are well made and not flimsy, yet they are not heavy to hold. They make whatever you are drinking seem to be more of a treat.",beauti glass great price attract look glass feel nice well made flimsi yet heavi hold make whatev drink seem treat,0.9998,57
positive,"Great Everyday Glassware: Though the Carlyle glassware is currently out of stock, I decided to write a review assuming they'll be back. I bought these glasses over a year ago after noticing that I was down to mismatched glasses in the cabinet that I didn't like much.After looking around the store, I decided on these. Generally, I like to buy glasses at a physical store because of the ""touch"" factor. Each of the exterior widening ""steps"" in the design helps keep the glass from slipping from one's grasp. Simple, but very cool idea that looks good too. It's been great for kids (runs in the family). They come out of the dishwasher looking great. I also like the idea that this is an old design from the 1930's.Finally, maybe the best thing; they're tough, and don't break when you'd expect. We've accidentally knocked them off a side table onto our marble floor too many times and are always amazed that they're in one piece.These are great for everyday use and I highly recommend them.",great everyday glasswar though carlyl glasswar current stock decid write review assum theyll back bought glass year ago notic mismatch glass cabinet didnt like muchaft look around store decid general like buy glass physic store touch factor exterior widen step design help keep glass slip one grasp simpl cool idea look good great kid run famili come dishwash look great also like idea old design 1930sfinal mayb best thing theyr tough dont break youd expect weve accident knock side tabl onto marbl floor mani time alway amaz theyr one piecethes great everyday use high recommend,0.9995,57
positive,Wonderful: My mother brought the first book of the series with us as reading material on a 4 week holiday in Scotland. I imediatly fell in love with it and upon returning to Canada devoured the series. They are incredibly exciting and the series as a whole is a must read. I recommend them to anyone who wants a good plot at an easy writing level.,wonder mother brought first book seri us read materi 4 week holiday scotland imediat fell love upon return canada devour seri incred excit seri whole must read recommend anyon want good plot easi write level,0.9999,-1
positive,"Perfect Christmas gift!: Very happy with purchase. Item was shipped fast, nicer than expected and the price was very reasonable. Ping to be a nice Christmas gift.",perfect christma gift happi purchas item ship fast nicer expect price reason ping nice christma gift,0.9998,173
positive,"Ramazing: Wow..thats basically all i can say. I bought the cd, then realized that they were playin live like 20 minutes from my house. They put on an amazing show! They closed it with do you call my name, then went backstage. The crowd started chanting, ""ONE MORE SONG!!"" The drummer came out and started playing again. Then all the rest came back out and played one last song. Ra is underrated and a great bunch of guys. I got my cd autographed by all 4 and i got a picture with them. Buy From One, Duality, and SEE THEM LIVE!! My ears are still ringing.",ramaz wowthat basic say bought cd realiz playin live like 20 minut hous put amaz show close call name went backstag crowd start chant one song drummer came start play rest came back play one last song ra underr great bunch guy got cd autograph 4 got pictur buy one dualiti see live ear still ring,0.9975,-1
positive,"Awsome Album for an Awsome Band: This CD is absolutely great. They have some great full sounding tracks. I had heard a few songs on the radio, and so I bought the CD and absolutely loved virtually every song on the CD.Also had a chance to see these guys in concert, and personally thought they were better live than on the album. Dont pass up a chance to buy the album or see them live!",awsom album awsom band cd absolut great great full sound track heard song radio bought cd absolut love virtual everi song cdalso chanc see guy concert person thought better live album dont pass chanc buy album see live,0.9996,-1
negative,"These guys really suck.: This cd is horrible!!! I thought that it might sound a little like there first, but it just sounded weird. It was so bad that when i put it in my cd player, i started bleeding from my ears. Skip this cd for gods sake and by something better like a rake or a loaf of bread.",guy realli suck cd horribl thought might sound littl like first sound weird bad put cd player start bleed ear skip cd god sake someth better like rake loaf bread,0.9998,-1
positive,"Never bought the first one, this isn't bad.: Considering how much bad music is out there these days, this was nice to come across. Covers a wide range of topics and moods, musicianship is pretty good. I'd recommend it to just about anyone. My tastes are usually heavier and more progressive - Rush, Dream Theater, Iron Maiden, Queensryche. But I like this disc too.",never bought first one isnt bad consid much bad music day nice come across cover wide rang topic mood musicianship pretti good id recommend anyon tast usual heavier progress rush dream theater iron maiden queensrych like disc,0.9997,-1
positive,"Another RA Gem!: For those of you that read my review for ""From One,"" pretty much what I said in that review is a repeat. This is an excellent CD, though toned down ""From One,"" it still rocks. You can't go wrong with ordering BOTH at the same time (that's what I did). BTW, I think RA does ""Every Little Thing She Does Is Magic"" BETTER than Police originally did it!!! ;^)",anoth ra gem read review one pretti much said review repeat excel cd though tone one still rock cant go wrong order time that btw think ra everi littl thing magic better polic origin,0.9997,-1
negative,"From Zero to Unfortunately, Duality: When I first heard Ra's ""From Zero"" I was in awe. A band that used cool effects, Egyptian scales, and was moderately heavy--the perfect mix for me. Then, Duality came out.Duality demonstrates a lack of creativity that was once there in Ra. I wouldn't say they evolved, I'd say they devoled. They still use effects, but rarely and they don't have as big of an impact. On top of that they hardly sound Egyption on the album. As for this album, Ra sounds more like other bands, but they are still distinct. I just wish they went in a different direction.I do want to say that their are some really awesome songs like Fallen Angels, Undertaken, and Taken. The other tracks are bad either, it's just that I expected a whole lot more.",zero unfortun dualiti first heard ras zero awe band use cool effect egyptian scale moder heavyth perfect mix dualiti came outdual demonstr lack creativ ra wouldnt say evolv id say devol still use effect rare dont big impact top hard sound egypt album album ra sound like band still distinct wish went differ directioni want say realli awesom song like fallen angel undertaken taken track bad either expect whole lot,0.9837,92
negative,"17 years old and it shows: Well, I might have agreed with the other reviewers if I hadn't ordered ""Strength Ball Training"" by Goldenberg and Twist at the same time. This book seems very amateurish by today's standards. It's a thin paperback with hand-drawn sketches. Maybe this was considered okay back in 1991, but this is 2008. SBT gives you all of the exercises in this book plus many more, updated with recent training science background, illustrated with photographs of actual people, plus a DVD with videos illustrating many of the exercises! And it's the same price! Come on, get into this century. Amateur productions like this one just don't cut it anymore.",17 year old show well might agre review hadnt order strength ball train goldenberg twist time book seem amateurish today standard thin paperback handdrawn sketch mayb consid okay back 1991 2008 sbt give exercis book plus mani updat recent train scienc background illustr photograph actual peopl plus dvd video illustr mani exercis price come get centuri amateur product like one dont cut anymor,0.9973,121
positive,So so only: Very basic . More challenging and rewarding exercises not covered . Many routines designed to be done with a partner than alone,basic challeng reward exercis cover mani routin design done partner alon,0.9968,63
positive,Wonderful: It just helps to have God's word there for you in the area or topic you need to focus on. Very helpful and easy to use.,wonder help god word area topic need focus help easi use,0.9999,-1
negative,poor service from amazon: wow this is the first time im ever writing a review for a cd i never got to listen to (thanks to the poor slow sevice from amazon).Ordered this item april 15 2011 .First i was supposed to get it by april 29th then they pushed it to may 27th poor timing for amazon because they screwed up a previous order .I cancelled this order it was supposed to be an anniversary gift for my husband .I suggest people be careful when ordering this product because it will take its sweet time getting there if it does at all or maybe you will get it by next year.I was being very generous rating 1 star not for the music but for the poor service i will not be re ordering,poor servic amazon wow first time im ever write review cd never got listen thank poor slow sevic amazonord item april 15 2011 first suppos get april 29th push may 27th poor time amazon screw previous order cancel order suppos anniversari gift husband suggest peopl care order product take sweet time get mayb get next yeari generous rate 1 star music poor servic order,0.9997,-1
positive,"Not a scholarly book: The book was written by progressives as an attempt to rewrite history about the Christian heritage of the Americans who signed the Declaration of Independence and Constitution. This is not a scholarly work. It has no footnotes for reference. It was debunked by scholars the next year after it was written. It is an interesting reading to understand the effort that the authors and the people they represent would go to to advance their political agenda. It is a very unfactual book that distorts truth. With this understanding, people should read scholarly books to understand the Christian legacy of these people.",scholar book book written progress attempt rewrit histori christian heritag american sign declar independ constitut scholar work footnot refer debunk scholar next year written interest read understand effort author peopl repres would go advanc polit agenda unfactu book distort truth understand peopl read scholar book understand christian legaci peopl,0.5956,27
negative,"Mindless and thoughtless: Regardless of you religious beliefs, this book is the biggest waste of time since Ernest Goes To Jail. PLEASE freakin' tell me these guys aren't college professors. Never has a less researched, less thought-provoking book ever been written. It is an insult to read. Don't waste your time.",mindless thoughtless regardless religi belief book biggest wast time sinc ernest goe jail pleas freakin tell guy arent colleg professor never less research less thoughtprovok book ever written insult read dont wast time,0.9996,69
negative,"FOR LOVE OF GOD AND COUNTRY: Please I read this book to give chance to opposition but found no credibility in the writers themselves. No Footnotes come on. Please go to [...]or even better go to their wallbuilders live podcast and find out about what the forefathers intended. They talk of the true definition of seperation of church and state. While at the same time hold ownership of articles that are displayed at the Smithsonian. They own thousands of articles including forefather letters and journals. In their own words letting you know from fact that this was to be a God Fearing Nation. David Barton offers books with insight into this subject for real minimal prices. I have seen his books and cd's on amazon. Doesnt it make sense to trust the words directly from our forefathers hand written words, or atleast from some one that owns the actual articles. See for yourselves please. May God Bless America.",love god countri pleas read book give chanc opposit found credibl writer footnot come pleas go even better go wallbuild live podcast find forefath intend talk true definit seper church state time hold ownership articl display smithsonian thousand articl includ forefath letter journal word let know fact god fear nation david barton offer book insight subject real minim price seen book cds amazon doesnt make sens trust word direct forefath hand written word atleast one own actual articl see pleas may god bless america,0.9895,-1
negative,"This work has NO citations - not a scholarly book: This work has NO citations. It is not a scholarly book. The note in the back of the book mentions a few sources, but there are no direct citations for most of their ""godless"" assertions in the text of the book. Thus, the authors take huge liberties with their assertions. They ignore blaring facts such as over half of the signers of the Constitution had degrees in divinity.",work citat scholar book work citat scholar book note back book mention sourc direct citat godless assert text book thus author take huge liberti assert ignor blare fact half signer constitut degre divin,0.9989,27
negative,"Brain washing: I would like note that if you look at the footnotes for this book as to where they got there information, they do not have a shred of evidence to back them up. They simply state they they have forgone the traditional footnotes and that we should believe them just because they have a PHD. I know that if I were writing any type of paper for these gentlemen in college they would fail me if I didn't show where I got my information. Furthermore, There is a man in Texas who has the world's largest collection of artifacts from our founding fathers and he has loads of evidence which point to the extreme opposite. In fact he has a copy of bibles that were printed and distributed to every family in America through funding from Congress. I would encourage anyone who sees this to watch the documentary called ""MONUMENTAL"" by Kirk Cameron, exposes the truth about our constitution writers and points out the damage that books like these have caused to our society.",brain wash would like note look footnot book got inform shred evid back simpli state forgon tradit footnot believ phd know write type paper gentlemen colleg would fail didnt show got inform furthermor man texa world largest collect artifact found father load evid point extrem opposit fact copi bibl print distribut everi famili america fund congress would encourag anyon see watch documentari call monument kirk cameron expos truth constitut writer point damag book like caus societi,0.9979,200
negative,This is fallacious: wow this book is very misleading if your a layperson do your research. You will see this textbook everywhere but if you go to were the evidence is this argument completely falls apart are founding fathers printed the first English bible lol but yet these guys say there atheist and agnostic this is funny this book is not documenting a single thing.,fallaci wow book mislead layperson research see textbook everywher go evid argument complet fall apart found father print first english bibl lol yet guy say atheist agnost funni book document singl thing,0.9964,-1
negative,"Baseless, made up propaganda: This is a book that is used in colleges across America, but contains almost no primary source quotes, no footnotes, no endnotes, and thus no scholarly support for any of it's assertions. Did the author even bother to read the founders' letters, speeches, published works, etc? Probably not, bc actual quotes from those who founded this country would really get in the way of their made up speculation, hearsay, and biased opinions masquerading as historical fact. Pathetic.",baseless made propaganda book use colleg across america contain almost primari sourc quot footnot endnot thus scholar support assert author even bother read founder letter speech publish work etc probabl bc actual quot found countri would realli get way made specul hearsay bias opinion masquerad histor fact pathet,0.9998,-1
negative,"the man from utah: the movie was so blurry you could hardly see it,it wasnt verygood thank you carol meeks",man utah movi blurri could hard see itit wasnt verygood thank carol meek,0.8439,49
negative,"Definitely not her best.: Okay, this was the first Night World book that I read, and it seemed pretty good. But compared to LJS's other books, this is pathetic. I don't know, most of her books are great, but really! Gillian is a weak character who is shallow enough to think that popularity is all that matters. David is boring and predictable, and I think Angel (or Gary) would have been much better for her. I wouldn't go for David because he acts all protective and stupid. Also, it makes the whole soulmate thing boring and not dangerous because the lost witch (Gillian) doesn't even know she is a witch at first. I think that LJS's other books are a lot better. ~Ondine",definit best okay first night world book read seem pretti good compar ljss book pathet dont know book great realli gillian weak charact shallow enough think popular matter david bore predict think angel gari would much better wouldnt go david act protect stupid also make whole soulmat thing bore danger lost witch gillian doesnt even know witch first think ljss book lot better ondin,0.9956,505
positive,"Pretty Awesome!!: This book, was in my opinion, pretty good. Not one of her best, but it was good. I really liked the story, and I really liked the characters. To me, the story had a different meaning, than most people had seen. If you read between the lines, you see that this is what a lot of people hope for. To be popular, to be perfect in every aspect, and to have power. I really liked this book, and reccomend it to anyone who likes Lisa Jane Smith, or anyone who likes books about ""Creatures Of The Night"" :)",pretti awesom book opinion pretti good one best good realli like stori realli like charact stori differ mean peopl seen read line see lot peopl hope popular perfect everi aspect power realli like book reccomend anyon like lisa jane smith anyon like book creatur night,0.9998,-1
negative,"Everlasting Love--what else?: This book was not the best. It was boring and the characters were underdeveloped. I liked the idea that Gillian WASN'T gorgeous, rich, and plain perfect, but in a snap she became the typical LJ Smith character. I love the idea of soulmates and everything, but I think these kids find their soulmates too easily, and how come everyone in LJ Smith books have to be SO perfect? Maybe if they were not so gorgeous--really how many gorgeous people are there in the world who are ""perfect"" on top of that? If you want to read LJ Smith, read the trilogies or even the other Night World books because this book reads like LJ Smith was getting desperate for a ""new"" idea.",everlast lovewhat els book best bore charact underdevelop like idea gillian wasnt gorgeous rich plain perfect snap becam typic lj smith charact love idea soulmat everyth think kid find soulmat easili come everyon lj smith book perfect mayb gorgeousr mani gorgeous peopl world perfect top want read lj smith read trilog even night world book book read like lj smith get desper new idea,0.9915,-1
positive,"This book is great! Get it now! Don't hestitate!: This book was wonderful and enjoyable, just like all the other Night World books. I was so smitthen with all the books that I even composed a poem on it.This book is greatGuranteed to make your eyes go redReally, I'm not lyingyou may even go swimming",book great get dont hestit book wonder enjoy like night world book smitthen book even compos poem itthi book greatgurante make eye go redreal im lyingyou may even go swim,0.9998,112
negative,"Pretty Good: I've read all of the Night World books, and this is a great book, but I must say, it's not L. J. Smith's best",pretti good ive read night world book great book must say l j smith best,0.9888,505
negative,"I can't belive LJS wrote this: I am a huge LJS fan, I have read almost all of her books well over 10 times except this one. It was so boring I really disliked to book. It didn't have anything to do with the NW until the book was almost done, and Gillian was so pathetic and whimpy. David.... I really didn't like his character at all.",cant beliv ljs wrote huge ljs fan read almost book well 10 time except one bore realli dislik book didnt anyth nw book almost done gillian pathet whimpi david realli didnt like charact,0.9977,-1
positive,it was good i dont see the problem: it was different and maybe not her best but it was still good. i mean it did have soulmates in and we got to see ash again which gains any book about three stares however short a time its for. i hope as is in the last book,good dont see problem differ mayb best still good mean soulmat got see ash gain book three stare howev short time hope last book,0.9986,502
negative,This book wasn't near as good as the others: Gillian came off as a wimp. Angel was ok. They should have made Gillian seem more like a real girl and not someone from a soap opera.,book wasnt near good other gillian came wimp angel ok made gillian seem like real girl someon soap opera,0.9758,503
negative,"the worst book in the entire night world series!!!: this is the worst night world book that i owned and im sure every1 agrees this 1 [is bad] alot/ first of all gillian is a stupid little sissy whining girl who cared only bout the stupidest things - being popular and getting her crush david to notice her obvioulsy she wasnt being herself she was just like every1 else- wanting to be popular like it was the most important thing in the world to her thats is very stupid of her 2nd the plot was really stupid and boring and didnt mention any vamps, witches, or shapeshifters or the night world in particular. another reason why this book [is bad] the only part i like is that there's an apppearance by one of my fave characters of the series-ASh i swear he would be more funner 2 read if the book was only bout him!!! angel wasnt a good character either and david [wasn't either]!! i recommend teens 2 not by this book it really stinks alot!!",worst book entir night world seri worst night world book own im sure every1 agre 1 bad alot first gillian stupid littl sissi whine girl care bout stupidest thing popular get crush david notic obvioulsi wasnt like every1 els want popular like import thing world that stupid 2nd plot realli stupid bore didnt mention vamp witch shapeshift night world particular anoth reason book bad part like there apppear one fave charact seriesash swear would funner 2 read book bout angel wasnt good charact either david wasnt either recommend teen 2 book realli stink alot,0.9998,-1
negative,"not the best book!!: well first of all i thought that this was the worst night world book in the series and believe me i have and read all 9 of them. Gillian is just so shallow and a little sissy the only thing she wants is to be popular and have David as her bf like its the most important thing in the world!! i thought David was stupid too he seem to only fall in love with Gillian because of her transformation to being well liked he was just being shallow and really stupid. i think Gillian and David are the most stupidest characters in the entire night world series!! so far this was not the best book so far. the only part i liked was where Ash showed up i was totally happy when he was in this book. he is just funny and such a hottie to be with. the other books i recomend is Witchlight, Daughters of darkness, Soulmate, The chosen, and Black dawn.",best book well first thought worst night world book seri believ read 9 gillian shallow littl sissi thing want popular david bf like import thing world thought david stupid seem fall love gillian transform well like shallow realli stupid think gillian david stupidest charact entir night world seri far best book far part like ash show total happi book funni hotti book recomend witchlight daughter dark soulmat chosen black dawn,0.9989,194
positive,"Angel?: Gillain, a shy girl, is rescued from near death by an angel.The Angel helps Gillain get things she never had, like poularityand the attention from a guy she likes, whose name is David (which has a girlfriend). Angel tells Gillain to hurt people to get what she wants. it gets to the point where Gillain can't take it anymore and she wants him to go away. Gillain gets into alot of trouble with Angel and doesn't know how to make him go away. So what Gillain does is she...*Want to know the rest, read the book and you'll find out*I'ts a really good book!",angel gillain shi girl rescu near death angelth angel help gillain get thing never like poularityand attent guy like whose name david girlfriend angel tell gillain hurt peopl get want get point gillain cant take anymor want go away gillain get alot troubl angel doesnt know make go away gillain shewant know rest read book youll find outit realli good book,0.9956,64
negative,"I can't believe she wrote this!: LJS's other books are great, but this one was so boring! There was absolutely nothing dangerous about Gillian and David being in love, and that's the whole point of this series! Also, it's kind of unlikely that someone could just cut her hair and wear makeup and then suddenly be popular. I didn't like Gillian at all. She's superficial, not to mention being Little Miss Weakling. David was an idiot because he fell for her as soon as he saw her with short hair and makeup. Let's get realistic! He cheated on the SATs and Gillian still wants to support him. Plus, he's BORING! LJS's other books are all 5 stars in my opinion, but I hated this one.",cant believ wrote ljss book great one bore absolut noth danger gillian david love that whole point seri also kind unlik someon could cut hair wear makeup sudden popular didnt like gillian shes superfici mention littl miss weakl david idiot fell soon saw short hair makeup let get realist cheat sat gillian still want support plus hes bore ljss book 5 star opinion hate one,0.9983,503
negative,"Worst book by LJ!: Totally hated this book. Now, don't get me wrong, I love LJS and most of her books. Actually, all of her books except this one. Totally borring and predictable.",worst book lj total hate book dont get wrong love ljs book actual book except one total bor predict,0.9986,69
positive,"Labor Can Do No Wrong: This old book (written in the 1950s) is published by a labor union because mainstream publishers would not touch it. Union people love this book because it makes union leaders out to be martyrs and saviors of the world, standing up to those mean, greedy old corporate capitalists. For these authors, the story of labor is black and white, no shades of gray. Labor can do no wrong and never has done any wrong. The Molly Maguires were not draft dodgers and murderers, but innocent martyrs who got framed. The Homestead rioters were poor oppressed immigrants asserting their right to take control of steel mills, and are not not to be blamed for beating and shooting the police or trying to assassinate the company president. The western miners headed by Communist Big Bill Haywood didn't really blow up mines with dynamite, the mine owners did it just so they could blame the union. This book isn't history, it's a cartoon of history. Don't look for any balance, objectivity or nuance here.",labor wrong old book written 1950s publish labor union mainstream publish would touch union peopl love book make union leader martyr savior world stand mean greedi old corpor capitalist author stori labor black white shade gray labor wrong never done wrong molli maguir draft dodger murder innoc martyr got frame homestead rioter poor oppress immigr assert right take control steel mill blame beat shoot polic tri assassin compani presid western miner head communist big bill haywood didnt realli blow mine dynamit mine owner could blame union book isnt histori cartoon histori dont look balanc object nuanc,0.9764,142
negative,"Left-Wing Propaganda: This old chestnut of a book should be put out of its misery. It's written with style and a tone of authority, but careful reading shows that it is hopelessly slanted. On every significant point which involves historical uncertainty or controversy, the authors unquestioningly accept the left-wing/labor point of view and cynically disparage or totally ignore any other interpretation. This is Labor's ""untold"" story because no other reputable historians have ever had the nerve to write such an openly propagandistic book. Academic labor historians who think this book is so wonderful are merely showing their left-wing ideological colors. There are much better and more objective accounts out there.",leftw propaganda old chestnut book put miseri written style tone author care read show hopeless slant everi signific point involv histor uncertainti controversi author unquest accept leftwinglabor point view cynic disparag total ignor interpret labor untold stori reput historian ever nerv write open propagandist book academ labor historian think book wonder mere show leftw ideolog color much better object account,0.9967,-1
positive,A Great Place to Start...: This is a must-read for anyone who wants to know where the modern labor laws and labor unions come from. It depicts in stark detail the criminal acts against American working people that do not show up in many textbooks.,great place start mustread anyon want know modern labor law labor union come depict stark detail crimin act american work peopl show mani textbook,0.9981,142
positive,"Asatru music in fine form: Hagalaz Runedance contains ten tracks of wonderfully composed and sung songs which are written from a heathen perspective. Asatruar everywhere will absoutely love this music. It's done in a celtic/renissance style which is easy to listen to as well as learn to sing yourself. The emotions range from haunted to joyous and loss as the songs recount tales of old, and of loss and of joy.Hail to Hagalaz Runedance for creating this excellent work which will uplift the souls of all who may hear it!",asatru music fine form hagalaz runed contain ten track wonder compos sung song written heathen perspect asatruar everywher absout love music done celticreniss style easi listen well learn sing emot rang haunt joyous loss song recount tale old loss joyhail hagalaz runed creat excel work uplift soul may hear,0.9998,95
positive,"Not classic, but Inspiring haiku, bringing art into everyday: I received this book as a gift from a friend a couple of years ago which inspired our circle of friends to start our own little haiku challenge. The poetry in this book is a collection of snippets from the lives of ordinary but creative people. It proves that everyone can find a little bit of revelation in their lives, in things as simple as a map or mist rising in the cold. And by sending those little snippets to friends they stayed as much a part of each others lives as if they were right next door. I really recommend dipping into this collection and maybe even starting your own haiku challenge...it isn't meant to be classic haiku, but simply enlightenment in daily life, given with love from one friend to another.",classic inspir haiku bring art everyday receiv book gift friend coupl year ago inspir circl friend start littl haiku challeng poetri book collect snippet live ordinari creativ peopl prove everyon find littl bit revel live thing simpl map mist rise cold send littl snippet friend stay much part other live right next door realli recommend dip collect mayb even start haiku challengeit isnt meant classic haiku simpli enlighten daili life given love one friend anoth,0.9994,197
positive,"Three Lines Do Not Always Equal Haiku: Haiku is a Japanese lyric with a deceptively simple form: 17 syllables in three lines of 5,7,5 syllables. Strictly speaking, a haiku must contain a ""season word"" and restrict itself to condensed, defined, natural imagery. Those are the outward rules, and they are rules which can be (and are) broken. It is in the inward force of a rich combination of Taoism, Buddhism and Shintoism that gives haiku it's power and grace. THE HAIKU YEAR, while an interesting experiment, is problematic in that much of it appears to imitate haiku and the powerful subtlety for which haiku is known is simply not there. Aspiring haiku writers would do better to consult the translations by R.H. Blyth, THE HAIKU ANTHOLOGY (of English language haiku) by Cor van den Heuvel, and the indispensable and well-respected THE HAIKU HANDBOOK by William Higginson.",three line alway equal haiku haiku japanes lyric decept simpl form 17 syllabl three line 575 syllabl strict speak haiku must contain season word restrict condens defin natur imageri outward rule rule broken inward forc rich combin taoism buddhism shintoism give haiku power grace haiku year interest experi problemat much appear imit haiku power subtleti haiku known simpli aspir haiku writer would better consult translat rh blyth haiku antholog english languag haiku cor van den heuvel indispens wellrespect haiku handbook william higginson,0.9846,197
negative,"No stars but they all think they are and have stuff to say.: You can be a rock star and not have a clue as to what haiku is. This book has been around. It has been the brunt of jokes in the haiku community. I can't say I know how to write a decent haiku but if you google, you WILL find some great haiku poets. PLEASE - if you don't have this book, keep it that way. It may have been a year but not a haiku one.",star think stuff say rock star clue haiku book around brunt joke haiku communiti cant say know write decent haiku googl find great haiku poet pleas dont book keep way may year haiku one,0.8598,197
